Flood_Event_ID,Facility_ID,Observation_Date,Day_Since_Event,Occupancy_Type,Foundation_Type,Gross_Floor_Area_m2,Peak_Inundation_Depth_above_Grade_m,Flood_Duration_hr,Flow_Velocity_m_per_s,Structural_Condition_Index,First_Floor_Elevation_above_Grade_m,Flood_Damage_Resistant_Materials_Share_pct,Contractor_Crew_Availability_pct,Utility_Service_Availability_pct,Drying_and_Cleanup_Progress_pct,Functional_Recovery_Ratio_pct
EVT01,FAC006,2023-08-13,2,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,14.6,67.9,26.0,46.57
EVT01,FAC006,2023-08-14,3,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,19.1,68.9,25.6,46.57
EVT01,FAC006,2023-08-15,4,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,24.0,72.3,29.7,47.48
EVT01,FAC006,2023-08-16,5,Healthcare,Raised slab,29064.5,NaN,61.0,0.78,87.9,0.57,65.0,27.3,87.5,28.3,47.68
EVT01,FAC006,2023-08-17,6,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,28.3,79.9,40.0,48.36
EVT01,FAC006,2023-08-18,7,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,NaN,65.0,37.9,86.2,38.1,50.65
EVT01,FAC006,2023-08-19,8,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,41.8,97.8,47.0,52.64
EVT01,FAC006,2023-08-20,9,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,NaN,65.0,41.6,NaN,45.4,55.41
EVT01,FAC006,2023-08-21,10,Healthcare,NaN,29064.5,1.45,NaN,0.78,87.9,0.57,65.0,48.6,97.0,51.3,56.84
EVT01,FAC006,2023-08-22,11,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,NaN,0.57,65.0,45.7,94.5,58.2,59.46
EVT01,FAC006,2023-08-23,12,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,59.3,NaN,63.4,61.85
EVT01,FAC006,2023-08-24,13,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,65.7,100.0,65.2,63.71
EVT01,FAC006,2023-08-25,14,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,56.4,94.8,NaN,64.86
EVT01,FAC006,2023-08-26,15,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,63.3,NaN,71.3,66.56
EVT01,FAC006,2023-08-27,16,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,62.8,94.2,78.7,67.75
EVT01,FAC006,2023-08-28,17,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,57.1,100.0,74.7,68.69
EVT01,FAC006,2023-08-29,18,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,72.4,100.0,81.2,70.99
EVT01,FAC006,2023-08-30,19,Healthcare,NaN,29064.5,1.45,61.0,0.78,NaN,0.57,65.0,71.4,NaN,85.6,73.59
EVT01,FAC006,2023-08-31,20,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,67.5,93.7,84.1,75.84
EVT01,FAC006,2023-09-01,21,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,NaN,99.4,83.8,77.05
EVT01,FAC006,2023-09-02,22,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,66.0,100.0,86.1,78.29
EVT01,FAC006,2023-09-03,23,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,NaN,0.57,65.0,NaN,100.0,90.0,79.85
EVT01,FAC006,2023-09-04,24,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,74.6,96.2,87.7,80.66
EVT01,FAC006,2023-09-05,25,Healthcare,NaN,29064.5,1.45,61.0,NaN,87.9,0.57,65.0,74.2,97.4,87.0,80.94
EVT01,FAC006,2023-09-06,26,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,78.4,100.0,91.5,82.71
EVT01,FAC006,2023-09-07,27,Healthcare,Raised slab,NaN,1.45,61.0,0.78,87.9,0.57,65.0,69.8,99.3,87.6,84.2
EVT01,FAC006,2023-09-08,28,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,70.3,95.7,87.1,84.28
EVT01,FAC006,2023-09-09,29,Healthcare,Raised slab,29064.5,NaN,61.0,0.78,87.9,0.57,65.0,71.0,99.3,91.9,84.9
EVT01,FAC006,2023-09-10,30,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,NaN,92.8,89.6,84.9
EVT01,FAC006,2023-09-11,31,Healthcare,NaN,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,76.3,NaN,90.5,85.23
EVT01,FAC006,2023-09-12,32,Healthcare,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,71.6,100.0,94.4,87.61
EVT01,FAC006,2023-09-13,33,Healthcare,Raised slab,29064.5,NaN,61.0,0.78,87.9,0.57,65.0,73.8,100.0,89.6,87.77
EVT01,FAC006,2023-09-14,34,NaN,Raised slab,29064.5,1.45,61.0,0.78,87.9,0.57,65.0,70.9,97.6,91.4,87.77
EVT02,FAC007,2024-08-30,0,Office,NaN,6723.0,0.64,38.9,0.5,79.0,NaN,43.7,14.3,56.0,24.3,75.66
EVT02,FAC007,2024-08-31,1,Office,Raised slab,6723.0,NaN,38.9,0.5,79.0,0.93,43.7,12.6,NaN,16.1,75.91
EVT02,FAC007,2024-09-01,2,Office,Raised slab,6723.0,0.64,NaN,0.5,79.0,0.93,43.7,22.6,NaN,27.1,75.91
EVT02,FAC007,2024-09-02,3,Office,Raised slab,6723.0,0.64,38.9,0.5,NaN,0.93,43.7,22.2,72.2,NaN,75.91
EVT02,FAC007,2024-09-03,4,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,24.2,NaN,32.8,76.68
EVT02,FAC007,2024-09-04,5,Office,Raised slab,6723.0,NaN,38.9,0.5,79.0,0.93,43.7,29.0,71.4,35.9,76.93
EVT02,FAC007,2024-09-05,6,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,34.8,74.2,39.1,76.93
EVT02,FAC007,2024-09-06,7,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,38.7,80.7,41.5,78.54
EVT02,FAC007,2024-09-07,8,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,41.9,71.5,49.9,78.54
EVT02,FAC007,2024-09-08,9,Office,NaN,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,51.6,83.7,57.9,78.54
EVT02,FAC007,2024-09-09,10,Office,NaN,6723.0,0.64,38.9,0.5,79.0,NaN,43.7,46.0,NaN,60.1,79.13
EVT02,FAC007,2024-09-10,11,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,54.4,90.5,NaN,79.54
EVT02,FAC007,2024-09-11,12,Office,Raised slab,NaN,0.64,38.9,0.5,79.0,0.93,43.7,54.3,91.7,70.6,80.6
EVT02,FAC007,2024-09-12,13,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,61.4,81.5,79.6,81.35
EVT02,FAC007,2024-09-13,14,Office,NaN,6723.0,NaN,38.9,0.5,79.0,NaN,43.7,61.9,89.8,76.0,82.61
EVT02,FAC007,2024-09-14,15,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,62.0,83.4,85.2,82.61
EVT02,FAC007,2024-09-15,16,Office,NaN,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,59.2,84.7,89.3,84.06
EVT02,FAC007,2024-09-16,17,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,NaN,43.7,64.0,90.6,83.4,84.9
EVT02,FAC007,2024-09-17,18,NaN,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,60.0,NaN,93.6,86.14
EVT02,FAC007,2024-09-18,19,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,55.7,93.3,89.4,86.55
EVT02,FAC007,2024-09-19,20,Office,Raised slab,NaN,0.64,NaN,0.5,79.0,0.93,43.7,59.4,91.3,90.1,86.87
EVT02,FAC007,2024-09-20,21,Office,Raised slab,6723.0,0.64,38.9,0.5,NaN,0.93,43.7,68.8,NaN,87.8,86.87
EVT02,FAC007,2024-09-21,22,NaN,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,57.5,93.1,94.2,87.3
EVT02,FAC007,2024-09-22,23,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,70.1,99.5,94.8,88.49
EVT02,FAC007,2024-09-23,24,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,66.9,77.7,95.0,89.42
EVT02,FAC007,2024-09-24,25,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,69.7,87.6,98.9,89.8
EVT02,FAC007,2024-09-25,26,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,67.0,80.1,90.4,89.8
EVT02,FAC007,2024-09-26,27,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,0.93,43.7,61.7,87.0,NaN,89.8
EVT02,FAC007,2024-09-27,28,Office,Raised slab,6723.0,0.64,NaN,0.5,79.0,0.93,43.7,57.6,87.6,95.2,89.86
EVT02,FAC007,2024-09-28,29,Office,Raised slab,6723.0,0.64,38.9,0.5,79.0,NaN,43.7,61.9,88.4,100.0,89.86
EVT02,FAC007,2024-09-29,30,Office,Raised slab,6723.0,0.64,NaN,0.5,79.0,0.93,43.7,63.3,85.4,98.6,90.49
EVT02,FAC007,2024-09-30,31,Office,Raised slab,6723.0,NaN,38.9,0.5,79.0,NaN,43.7,65.8,81.8,92.3,90.61
EVT02,FAC007,2024-10-01,32,Office,NaN,6723.0,NaN,38.9,0.5,79.0,0.93,43.7,70.1,88.3,92.2,91.0
EVT02,FAC007,2024-10-02,33,Office,Raised slab,NaN,0.64,38.9,0.5,79.0,0.93,43.7,68.2,90.5,92.7,91.0
EVT02,FAC007,2024-10-03,34,Office,Raised slab,6723.0,0.64,NaN,0.5,79.0,0.93,43.7,70.8,84.4,97.2,91.54
EVT02,FAC008,2024-08-30,0,School,Pile/Pier,12374.5,1.49,NaN,0.06,82.6,2.35,37.4,13.6,57.7,23.7,80.6
EVT02,FAC008,2024-08-31,1,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,16.7,64.5,21.9,80.6
EVT02,FAC008,2024-09-01,2,School,Pile/Pier,12374.5,1.49,39.0,NaN,82.6,2.35,37.4,20.2,77.9,NaN,81.96
EVT02,FAC008,2024-09-02,3,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,27.3,NaN,33.6,81.96
EVT02,FAC008,2024-09-03,4,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,NaN,NaN,32.8,78.9,30.7,82.22
EVT02,FAC008,2024-09-04,5,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,35.0,72.8,35.1,82.22
EVT02,FAC008,2024-09-05,6,School,Pile/Pier,12374.5,NaN,39.0,NaN,82.6,2.35,37.4,35.7,78.2,46.8,82.98
EVT02,FAC008,2024-09-06,7,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,NaN,NaN,48.1,83.13
EVT02,FAC008,2024-09-07,8,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,55.1,76.7,53.8,83.26
EVT02,FAC008,2024-09-08,9,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,54.9,79.9,60.9,83.26
EVT02,FAC008,2024-09-09,10,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,53.9,74.7,NaN,83.26
EVT02,FAC008,2024-09-10,11,School,Pile/Pier,12374.5,1.49,NaN,0.06,82.6,2.35,37.4,63.9,86.5,66.8,83.26
EVT02,FAC008,2024-09-11,12,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,64.9,74.6,72.7,84.13
EVT02,FAC008,2024-09-12,13,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,NaN,66.3,78.1,71.6,84.13
EVT02,FAC008,2024-09-13,14,School,Pile/Pier,12374.5,NaN,39.0,0.06,82.6,2.35,37.4,64.1,79.8,78.4,84.97
EVT02,FAC008,2024-09-14,15,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,66.5,NaN,NaN,85.44
EVT02,FAC008,2024-09-15,16,School,Pile/Pier,12374.5,1.49,39.0,NaN,NaN,2.35,37.4,70.5,84.9,83.8,86.37
EVT02,FAC008,2024-09-16,17,NaN,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,61.0,86.9,83.9,86.95
EVT02,FAC008,2024-09-17,18,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,64.4,77.0,92.4,87.52
EVT02,FAC008,2024-09-18,19,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,68.7,73.6,NaN,88.14
EVT02,FAC008,2024-09-19,20,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,72.1,75.9,NaN,88.14
EVT02,FAC008,2024-09-20,21,School,Pile/Pier,NaN,1.49,NaN,0.06,82.6,2.35,37.4,71.1,80.4,94.2,88.86
EVT02,FAC008,2024-09-21,22,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,72.4,79.3,93.6,88.86
EVT02,FAC008,2024-09-22,23,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,69.5,81.2,92.5,88.86
EVT02,FAC008,2024-09-23,24,School,Pile/Pier,12374.5,1.49,NaN,0.06,82.6,2.35,37.4,73.7,82.0,91.6,88.86
EVT02,FAC008,2024-09-24,25,NaN,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,73.7,76.6,99.8,88.86
EVT02,FAC008,2024-09-25,26,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,72.3,79.5,96.7,88.86
EVT02,FAC008,2024-09-26,27,NaN,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,71.4,81.1,87.1,88.86
EVT02,FAC008,2024-09-27,28,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,NaN,77.4,81.4,95.7,89.54
EVT02,FAC008,2024-09-28,29,School,NaN,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,74.9,79.2,NaN,89.54
EVT02,FAC008,2024-09-29,30,School,NaN,12374.5,NaN,39.0,0.06,82.6,2.35,37.4,79.4,76.6,94.6,89.54
EVT02,FAC008,2024-09-30,31,School,NaN,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,74.4,NaN,91.4,89.54
EVT02,FAC008,2024-10-01,32,School,Pile/Pier,12374.5,1.49,39.0,NaN,82.6,2.35,37.4,75.3,80.5,94.5,89.54
EVT02,FAC008,2024-10-02,33,School,Pile/Pier,12374.5,1.49,39.0,0.06,82.6,2.35,37.4,75.8,76.0,NaN,89.54
EVT02,FAC008,2024-10-03,34,School,Pile/Pier,12374.5,NaN,39.0,NaN,82.6,2.35,37.4,71.4,78.0,93.4,90.31
EVT02,FAC009,2024-08-30,0,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,10.6,69.2,21.5,84.68
EVT02,FAC009,2024-08-31,1,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,18.6,62.5,33.6,85.1
EVT02,FAC009,2024-09-01,2,NaN,Pile/Pier,6730.7,0.63,10.0,NaN,70.5,1.91,70.9,27.1,72.2,35.4,85.22
EVT02,FAC009,2024-09-02,3,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,19.0,NaN,36.7,85.43
EVT02,FAC009,2024-09-03,4,NaN,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,NaN,70.9,31.0,77.5,45.4,85.43
EVT02,FAC009,2024-09-04,5,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,36.7,86.4,55.3,86.02
EVT02,FAC009,2024-09-05,6,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,45.3,NaN,56.2,87.03
EVT02,FAC009,2024-09-06,7,Healthcare,NaN,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,38.9,78.9,59.6,87.82
EVT02,FAC009,2024-09-07,8,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,NaN,70.9,48.8,83.1,65.8,89.04
EVT02,FAC009,2024-09-08,9,Healthcare,Pile/Pier,6730.7,0.63,10.0,NaN,70.5,1.91,70.9,51.2,82.9,70.4,89.04
EVT02,FAC009,2024-09-09,10,Healthcare,Pile/Pier,6730.7,NaN,NaN,0.19,NaN,NaN,NaN,53.7,84.5,71.5,89.04
EVT02,FAC009,2024-09-10,11,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,58.0,84.7,77.1,89.04
EVT02,FAC009,2024-09-11,12,NaN,NaN,6730.7,0.63,10.0,0.19,70.5,1.91,NaN,59.2,94.7,75.3,90.04
EVT02,FAC009,2024-09-12,13,Healthcare,Pile/Pier,NaN,0.63,10.0,0.19,70.5,1.91,NaN,61.3,88.5,75.5,90.04
EVT02,FAC009,2024-09-13,14,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,62.7,NaN,91.8,90.16
EVT02,FAC009,2024-09-14,15,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,57.3,86.4,89.3,90.16
EVT02,FAC009,2024-09-15,16,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,NaN,88.1,90.7,90.16
EVT02,FAC009,2024-09-16,17,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,65.9,85.5,89.5,90.59
EVT02,FAC009,2024-09-17,18,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,NaN,81.8,88.5,90.59
EVT02,FAC009,2024-09-18,19,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,66.0,90.3,93.0,91.81
EVT02,FAC009,2024-09-19,20,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,57.8,84.1,93.8,91.86
EVT02,FAC009,2024-09-20,21,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,NaN,70.9,62.4,82.8,95.6,91.86
EVT02,FAC009,2024-09-21,22,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,NaN,1.91,70.9,67.7,74.4,99.4,92.03
EVT02,FAC009,2024-09-22,23,NaN,Pile/Pier,6730.7,0.63,10.0,0.19,NaN,1.91,70.9,59.7,84.4,97.5,92.88
EVT02,FAC009,2024-09-23,24,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,64.8,88.0,96.0,92.88
EVT02,FAC009,2024-09-24,25,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,64.5,80.2,95.7,92.88
EVT02,FAC009,2024-09-25,26,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,63.2,85.3,95.0,92.88
EVT02,FAC009,2024-09-26,27,Healthcare,NaN,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,64.8,90.5,96.6,93.4
EVT02,FAC009,2024-09-27,28,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,69.4,83.4,92.3,93.4
EVT02,FAC009,2024-09-28,29,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,NaN,70.9,66.3,84.8,90.6,93.4
EVT02,FAC009,2024-09-29,30,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,NaN,1.91,70.9,69.6,83.5,98.5,94.33
EVT02,FAC009,2024-09-30,31,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,63.9,85.9,96.0,95.0
EVT02,FAC009,2024-10-01,32,Healthcare,Pile/Pier,6730.7,0.63,10.0,0.19,70.5,1.91,70.9,58.3,95.8,97.6,95.07
EVT02,FAC009,2024-10-02,33,Healthcare,Pile/Pier,6730.7,NaN,10.0,0.19,70.5,NaN,70.9,63.0,88.6,NaN,95.87
EVT02,FAC009,2024-10-03,34,Healthcare,Pile/Pier,6730.7,0.63,10.0,NaN,70.5,1.91,70.9,62.8,81.7,100.0,96.84
EVT02,FAC010,2024-08-30,0,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,NaN,47.5,20.7,72.11
EVT02,FAC010,2024-08-31,1,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,NaN,0.16,54.8,10.8,48.1,24.5,72.65
EVT02,FAC010,2024-09-01,2,Office,Slab-on-grade,NaN,0.25,36.9,0.2,84.8,NaN,54.8,14.2,49.9,27.6,73.0
EVT02,FAC010,2024-09-02,3,Office,Slab-on-grade,1695.0,0.25,36.9,NaN,84.8,0.16,54.8,23.9,58.4,35.3,73.0
EVT02,FAC010,2024-09-03,4,Office,Slab-on-grade,1695.0,0.25,36.9,NaN,84.8,0.16,54.8,27.3,65.2,38.9,73.0
EVT02,FAC010,2024-09-04,5,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,35.1,65.3,NaN,74.14
EVT02,FAC010,2024-09-05,6,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,NaN,30.3,72.0,43.2,74.24
EVT02,FAC010,2024-09-06,7,Office,NaN,1695.0,0.25,36.9,0.2,84.8,NaN,54.8,41.2,76.3,56.1,74.28
EVT02,FAC010,2024-09-07,8,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,57.4,78.2,65.6,75.51
EVT02,FAC010,2024-09-08,9,Office,Slab-on-grade,1695.0,NaN,36.9,0.2,84.8,0.16,54.8,50.5,70.6,66.5,75.92
EVT02,FAC010,2024-09-09,10,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,58.2,73.5,73.2,77.0
EVT02,FAC010,2024-09-10,11,NaN,Slab-on-grade,1695.0,NaN,36.9,0.2,84.8,0.16,54.8,56.8,78.3,74.6,77.0
EVT02,FAC010,2024-09-11,12,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,58.2,75.9,77.2,77.22
EVT02,FAC010,2024-09-12,13,Office,Slab-on-grade,NaN,0.25,36.9,0.2,84.8,0.16,54.8,65.4,80.4,NaN,77.48
EVT02,FAC010,2024-09-13,14,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,NaN,62.6,86.4,81.6,78.69
EVT02,FAC010,2024-09-14,15,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,67.1,85.0,88.5,80.37
EVT02,FAC010,2024-09-15,16,Office,NaN,NaN,0.25,36.9,0.2,84.8,0.16,54.8,70.2,81.6,89.1,81.36
EVT02,FAC010,2024-09-16,17,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,61.6,NaN,87.7,81.5
EVT02,FAC010,2024-09-17,18,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,66.9,83.4,100.0,83.87
EVT02,FAC010,2024-09-18,19,NaN,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,73.8,83.9,95.4,84.72
EVT02,FAC010,2024-09-19,20,NaN,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,65.0,80.3,100.0,84.74
EVT02,FAC010,2024-09-20,21,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,72.6,85.8,99.5,87.2
EVT02,FAC010,2024-09-21,22,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,66.0,85.1,100.0,87.2
EVT02,FAC010,2024-09-22,23,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,NaN,63.0,NaN,98.1,88.32
EVT02,FAC010,2024-09-23,24,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,67.6,84.8,98.3,88.32
EVT02,FAC010,2024-09-24,25,NaN,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,NaN,73.2,84.8,100.0,90.07
EVT02,FAC010,2024-09-25,26,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,NaN,0.16,54.8,68.2,84.9,97.8,90.42
EVT02,FAC010,2024-09-26,27,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,NaN,0.16,54.8,58.4,84.3,100.0,90.42
EVT02,FAC010,2024-09-27,28,Office,Slab-on-grade,1695.0,0.25,NaN,0.2,84.8,0.16,54.8,70.6,86.2,100.0,90.57
EVT02,FAC010,2024-09-28,29,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,NaN,84.8,95.2,91.69
EVT02,FAC010,2024-09-29,30,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,74.1,76.1,96.1,92.32
EVT02,FAC010,2024-09-30,31,Office,NaN,1695.0,0.25,36.9,0.2,84.8,0.16,54.8,62.0,81.8,98.2,92.32
EVT02,FAC010,2024-10-01,32,Office,Slab-on-grade,1695.0,0.25,36.9,0.2,NaN,0.16,54.8,68.7,80.4,100.0,92.32
EVT02,FAC010,2024-10-02,33,Office,Slab-on-grade,1695.0,0.25,NaN,0.2,NaN,0.16,54.8,71.4,80.5,100.0,93.05
EVT02,FAC010,2024-10-03,34,NaN,Slab-on-grade,1695.0,0.25,36.9,NaN,84.8,0.16,54.8,69.9,95.1,99.6,93.3
EVT02,FAC011,2024-08-30,0,School,Pile/Pier,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,7.5,63.7,23.4,89.03
EVT02,FAC011,2024-08-31,1,School,NaN,3422.7,0.73,NaN,0.33,91.1,1.42,92.6,18.6,66.1,35.8,90.07
EVT02,FAC011,2024-09-01,2,School,Pile/Pier,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,19.1,76.8,43.1,90.07
EVT02,FAC011,2024-09-02,3,School,Pile/Pier,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,29.4,69.0,49.9,90.07
EVT02,FAC011,2024-09-03,4,School,Pile/Pier,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,29.1,82.2,55.0,91.09
EVT02,FAC011,2024-09-04,5,School,Pile/Pier,3422.7,NaN,32.1,0.33,91.1,NaN,92.6,28.4,79.4,60.9,91.3
EVT02,FAC011,2024-09-05,6,School,Pile/Pier,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,28.3,85.6,65.2,91.3
EVT02,FAC011,2024-09-06,7,School,Pile/Pier,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,39.2,85.8,68.6,92.42
EVT02,FAC011,2024-09-07,8,School,NaN,3422.7,0.73,32.1,0.33,91.1,1.42,92.6,41.4,86.2,67.2,92.42
EVT02,FAC011,2024-09-08,9,School,Pile/Pier,3422.7,0.73,NaN,0.33,91.1,1.42,92.6,NaN,92.4,76.7,92.42
