Building_Scenario_ID,Days_After_Event,Structural_System,Occupancy_Type,Number_of_Stories,Construction_Year,Seismic_Design_Level,Site_Class,Retrofit_Level,Peak_Ground_Acceleration_g,Spectral_Acceleration_1p0s_g,Initial_Residual_Drift_Ratio_pct,Safety_Inspection_Completion_pct,Utility_Availability_pct,Structural_Repair_Completion_pct,Nonstructural_Repair_Completion_pct,Operability_Class
B014,240,Unreinforced_Masonry,Healthcare,3.0,1964.0,Low_Code,NaN,No_Retrofit,0.292,0.217,0.07,98.0,97.2,96.6,100.0,Full_Recovery
B014,365,Unreinforced_Masonry,Healthcare,NaN,1964.0,Low_Code,C,No_Retrofit,0.292,0.217,0.07,98.5,99.3,97.9,90.7,Full_Recovery
B015,0,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,0.0,41.2,2.1,2.6,Unsafe_Closed
B015,1,RC_Moment_Frame,Residential,12.0,1997.0,NaN,D,Extensive_Retrofit,0.437,0.723,0.099,6.1,53.4,6.5,6.0,Unsafe_Closed
B015,3,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,8.0,63.8,2.2,0.3,Unsafe_Closed
B015,7,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,31.4,76.6,6.9,0.0,Restricted_Access
B015,14,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,NaN,89.4,3.0,9.3,Reoccupancy
B015,30,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,100.0,100.0,4.6,7.2,Reoccupancy
B015,60,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,NaN,100.0,100.0,19.5,35.4,Reoccupancy
B015,90,RC_Moment_Frame,Residential,12.0,NaN,NaN,D,Extensive_Retrofit,0.437,0.723,0.099,100.0,97.5,42.6,67.5,Functional_Recovery
B015,120,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,99.3,100.0,NaN,85.4,Functional_Recovery
B015,180,RC_Moment_Frame,NaN,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,100.0,94.7,96.7,100.0,Full_Recovery
B015,240,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,98.7,98.4,93.3,100.0,Full_Recovery
B015,365,RC_Moment_Frame,Residential,12.0,1997.0,High_Code,D,Extensive_Retrofit,0.437,0.723,0.099,98.0,95.4,97.1,100.0,Full_Recovery
B016,0,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,0.0,60.1,0.0,NaN,Unsafe_Closed
B016,1,RC_Moment_Frame,NaN,16.0,2008.0,High_Code,NaN,No_Retrofit,0.276,0.508,NaN,5.1,63.2,2.7,0.0,Unsafe_Closed
B016,3,RC_Moment_Frame,NaN,16.0,NaN,High_Code,C,No_Retrofit,0.276,0.508,0.069,3.8,62.1,4.6,2.7,Restricted_Access
B016,7,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,36.7,NaN,10.3,1.4,Restricted_Access
B016,14,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,92.1,86.1,0.0,11.2,Reoccupancy
B016,30,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,100.0,97.0,3.6,9.3,Reoccupancy
B016,60,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,NaN,100.0,9.0,27.8,Reoccupancy
B016,90,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,98.9,100.0,NaN,72.0,Functional_Recovery
B016,120,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,96.6,100.0,44.6,95.5,Functional_Recovery
B016,180,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,100.0,NaN,80.8,100.0,Functional_Recovery
B016,240,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,100.0,100.0,100.0,90.0,Functional_Recovery
B016,365,RC_Moment_Frame,Office,16.0,2008.0,High_Code,C,No_Retrofit,0.276,0.508,0.069,94.7,100.0,100.0,96.2,Full_Recovery
B017,0,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,3.9,66.8,1.8,3.3,Unsafe_Closed
B017,1,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,2.3,74.0,NaN,0.0,Unsafe_Closed
B017,3,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,NaN,0.0,31.4,NaN,1.5,1.3,Restricted_Access
B017,7,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,92.3,83.3,5.3,6.5,Reoccupancy
B017,14,Unreinforced_Masonry,NaN,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,99.2,91.6,6.7,9.4,Reoccupancy
B017,30,Unreinforced_Masonry,NaN,1.0,1959.0,Pre_Code,D,NaN,0.09,0.078,0.0,NaN,87.7,12.3,44.7,Reoccupancy
B017,60,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,NaN,95.8,100.0,50.3,100.0,Functional_Recovery
B017,90,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,NaN,0.09,0.078,0.0,99.1,97.6,89.1,100.0,Functional_Recovery
B017,120,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,100.0,NaN,100.0,NaN,Full_Recovery
B017,180,NaN,Education,NaN,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,100.0,97.1,97.4,100.0,Full_Recovery
B017,240,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,96.1,94.6,95.7,93.8,Full_Recovery
B017,365,Unreinforced_Masonry,Education,1.0,1959.0,Pre_Code,D,Partial_Retrofit,0.09,0.078,0.0,NaN,NaN,99.4,99.4,Full_Recovery
B018,0,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,1.1,55.6,NaN,NaN,Unsafe_Closed
B018,1,Steel_Moment_Frame,Residential,6.0,1989.0,NaN,D,Partial_Retrofit,0.237,0.324,0.011,7.8,60.1,0.2,0.0,Unsafe_Closed
B018,3,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,18.6,74.9,0.0,1.8,Restricted_Access
B018,7,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,NaN,86.1,5.5,0.0,Restricted_Access
B018,14,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,97.6,98.8,8.5,7.0,Reoccupancy
B018,30,Steel_Moment_Frame,Residential,6.0,NaN,Moderate_Code,D,Partial_Retrofit,NaN,0.324,NaN,99.3,98.4,15.7,34.9,Reoccupancy
B018,60,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,NaN,Partial_Retrofit,0.237,0.324,0.011,93.6,100.0,56.9,94.9,Functional_Recovery
B018,90,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,NaN,0.324,0.011,100.0,96.2,95.5,94.1,Full_Recovery
B018,120,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,99.2,100.0,100.0,99.6,Full_Recovery
B018,180,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,94.7,96.8,100.0,100.0,Full_Recovery
B018,240,Steel_Moment_Frame,Residential,6.0,1989.0,Moderate_Code,D,Partial_Retrofit,0.237,0.324,0.011,98.3,NaN,95.9,97.8,Full_Recovery
B018,365,Steel_Moment_Frame,Residential,NaN,NaN,Moderate_Code,D,Partial_Retrofit,NaN,0.324,0.011,100.0,99.4,98.8,100.0,Full_Recovery
B019,0,NaN,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,4.0,NaN,1.3,3.4,Unsafe_Closed
B019,1,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,NaN,41.2,4.7,0.0,Unsafe_Closed
B019,3,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,3.7,57.7,0.0,3.0,Unsafe_Closed
B019,7,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,26.4,76.9,0.0,1.8,Restricted_Access
B019,14,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,NaN,0.493,0.669,0.198,75.6,82.7,6.6,4.5,Restricted_Access
B019,30,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,98.8,97.2,2.9,5.4,Reoccupancy
B019,60,NaN,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,100.0,100.0,2.1,19.9,Reoccupancy
B019,90,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,NaN,100.0,100.0,18.0,48.1,Reoccupancy
B019,120,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,NaN,100.0,29.4,73.7,Functional_Recovery
B019,180,NaN,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,0.669,0.198,99.9,100.0,64.1,92.0,Functional_Recovery
B019,240,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,NaN,0.198,99.4,94.1,88.7,91.4,Functional_Recovery
B019,365,Steel_Braced_Frame,Residential,13.0,1970.0,Pre_Code,C,Partial_Retrofit,0.493,NaN,0.198,100.0,99.5,100.0,99.4,Full_Recovery
B020,0,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,NaN,NaN,0.228,0.8,16.1,1.8,2.5,Unsafe_Closed
B020,1,NaN,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,0.0,21.2,3.2,0.7,Unsafe_Closed
B020,3,Steel_Braced_Frame,Education,8.0,NaN,Low_Code,D,NaN,0.72,0.952,0.228,6.9,27.6,1.1,0.0,Unsafe_Closed
B020,7,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,17.6,44.2,4.0,0.0,Unsafe_Closed
B020,14,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,49.1,NaN,0.0,0.0,Restricted_Access
B020,30,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,NaN,98.8,NaN,10.5,NaN,Reoccupancy
B020,60,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,NaN,99.0,0.0,7.8,Reoccupancy
B020,90,Steel_Braced_Frame,Education,8.0,NaN,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,NaN,100.0,11.0,12.4,Reoccupancy
B020,120,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,NaN,Extensive_Retrofit,0.72,0.952,0.228,99.7,95.9,20.4,25.4,Reoccupancy
B020,180,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,NaN,Extensive_Retrofit,0.72,0.952,0.228,96.0,NaN,43.9,63.2,Functional_Recovery
B020,240,Steel_Braced_Frame,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,100.0,96.2,75.8,90.8,Functional_Recovery
B020,365,NaN,Education,8.0,1978.0,Low_Code,D,Extensive_Retrofit,0.72,0.952,0.228,99.9,99.1,93.8,97.8,Functional_Recovery
B021,0,NaN,Healthcare,NaN,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,1.0,50.8,5.1,3.7,Unsafe_Closed
B021,1,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,1.4,58.5,0.0,0.0,Unsafe_Closed
B021,3,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,7.0,66.4,0.0,4.7,Unsafe_Closed
B021,7,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,38.2,80.3,0.0,8.2,Restricted_Access
B021,14,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,NaN,0.512,0.638,0.102,NaN,94.1,0.0,8.4,Reoccupancy
B021,30,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,NaN,NaN,0.102,92.7,NaN,6.9,NaN,Reoccupancy
B021,60,Steel_Moment_Frame,Healthcare,6.0,1965.0,NaN,C,No_Retrofit,0.512,0.638,0.102,100.0,100.0,7.2,31.9,Reoccupancy
B021,90,Steel_Moment_Frame,Healthcare,NaN,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,94.4,98.7,NaN,71.8,Reoccupancy
B021,120,Steel_Moment_Frame,Healthcare,6.0,NaN,Low_Code,C,No_Retrofit,0.512,NaN,0.102,99.9,100.0,50.4,92.2,Reoccupancy
B021,180,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,100.0,100.0,89.0,100.0,Functional_Recovery
B021,240,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,100.0,100.0,98.9,98.4,Full_Recovery
B021,365,Steel_Moment_Frame,Healthcare,6.0,1965.0,Low_Code,C,No_Retrofit,0.512,0.638,0.102,100.0,NaN,93.7,100.0,Full_Recovery
B022,0,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,0.2,43.2,1.8,4.6,Unsafe_Closed
B022,1,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,0.0,50.7,0.0,0.2,Unsafe_Closed
B022,3,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,NaN,0.326,NaN,0.062,10.2,58.1,4.0,NaN,Restricted_Access
B022,7,Unreinforced_Masonry,Residential,3.0,NaN,High_Code,D,No_Retrofit,0.326,0.386,0.062,38.5,74.0,NaN,4.5,Restricted_Access
B022,14,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,93.9,87.2,3.3,2.4,Reoccupancy
B022,30,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,100.0,100.0,3.1,5.1,Reoccupancy
B022,60,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,94.5,100.0,17.7,34.2,Reoccupancy
B022,90,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,100.0,98.2,28.1,61.3,Functional_Recovery
B022,120,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,NaN,93.8,53.2,95.5,Functional_Recovery
B022,180,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,NaN,98.9,87.3,94.3,Functional_Recovery
B022,240,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,96.8,97.8,100.0,100.0,Full_Recovery
B022,365,Unreinforced_Masonry,Residential,3.0,2013.0,High_Code,D,No_Retrofit,0.326,0.386,0.062,96.5,100.0,100.0,98.4,Full_Recovery
B023,0,RC_Moment_Frame,Residential,12.0,NaN,High_Code,D,No_Retrofit,0.62,1.029,0.147,1.2,35.0,4.4,4.0,Unsafe_Closed
B023,1,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,0.147,1.6,49.5,0.0,7.2,Unsafe_Closed
B023,3,RC_Moment_Frame,Residential,12.0,NaN,High_Code,D,No_Retrofit,0.62,1.029,0.147,6.4,50.4,0.0,2.0,Unsafe_Closed
B023,7,RC_Moment_Frame,NaN,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,0.147,NaN,60.5,0.0,0.0,Restricted_Access
B023,14,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,NaN,85.0,83.9,0.0,0.6,Restricted_Access
B023,30,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,0.147,100.0,91.2,3.3,4.1,Reoccupancy
B023,60,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,0.147,99.2,98.8,6.9,24.0,Reoccupancy
B023,90,NaN,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,0.147,98.7,100.0,18.4,54.5,Reoccupancy
B023,120,NaN,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,NaN,96.0,100.0,29.9,85.3,Functional_Recovery
B023,180,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,NaN,0.147,100.0,97.8,75.3,98.2,Functional_Recovery
B023,240,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,NaN,1.029,0.147,100.0,96.9,91.9,95.2,Functional_Recovery
B023,365,RC_Moment_Frame,Residential,12.0,2008.0,High_Code,D,No_Retrofit,0.62,1.029,0.147,100.0,100.0,100.0,100.0,Full_Recovery
B024,0,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,7.7,25.1,1.7,0.0,Unsafe_Closed
B024,1,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,3.8,26.4,2.2,1.3,Unsafe_Closed
B024,3,Unreinforced_Masonry,Retail,NaN,1968.0,NaN,E,No_Retrofit,0.32,0.478,0.363,8.0,28.3,2.5,0.0,Unsafe_Closed
B024,7,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,18.1,52.0,2.3,4.4,Unsafe_Closed
B024,14,Unreinforced_Masonry,Retail,NaN,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,52.1,72.6,5.0,4.7,Restricted_Access
B024,30,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,94.7,86.6,4.8,5.7,Reoccupancy
B024,60,Unreinforced_Masonry,Retail,NaN,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,100.0,93.9,7.8,20.4,Reoccupancy
B024,90,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,NaN,0.32,0.478,0.363,98.5,92.6,4.9,20.4,Reoccupancy
B024,120,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,NaN,100.0,100.0,9.2,46.5,Reoccupancy
B024,180,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,0.478,0.363,NaN,99.2,20.9,82.3,Functional_Recovery
B024,240,Unreinforced_Masonry,Retail,2.0,1968.0,Pre_Code,E,No_Retrofit,0.32,NaN,0.363,100.0,94.9,41.1,98.3,Functional_Recovery
B024,365,Unreinforced_Masonry,Retail,NaN,1968.0,Pre_Code,E,NaN,0.32,0.478,0.363,100.0,100.0,78.9,100.0,Functional_Recovery
B025,0,RC_Moment_Frame,Office,6.0,NaN,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,3.7,30.9,0.0,4.2,Unsafe_Closed
B025,1,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,8.2,38.4,0.0,2.3,Unsafe_Closed
B025,3,RC_Moment_Frame,Office,NaN,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,10.3,52.1,3.5,0.8,Restricted_Access
B025,7,NaN,Office,6.0,1992.0,NaN,D,Extensive_Retrofit,0.512,0.645,0.01,24.0,68.1,3.9,2.1,Restricted_Access
B025,14,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,75.4,81.1,9.5,NaN,Reoccupancy
B025,30,NaN,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,100.0,100.0,3.8,6.3,Reoccupancy
B025,60,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,100.0,100.0,13.8,NaN,Reoccupancy
B025,90,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,100.0,NaN,27.3,39.8,Reoccupancy
B025,120,RC_Moment_Frame,Office,6.0,1992.0,High_Code,NaN,Extensive_Retrofit,0.512,0.645,0.01,98.9,100.0,54.1,75.3,Functional_Recovery
B025,180,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,NaN,100.0,100.0,91.5,94.4,Functional_Recovery
B025,240,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,98.4,96.2,100.0,100.0,Full_Recovery
B025,365,RC_Moment_Frame,Office,6.0,1992.0,High_Code,D,Extensive_Retrofit,0.512,0.645,0.01,100.0,93.2,97.8,97.8,Full_Recovery
B026,0,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,NaN,0.193,0.176,0.066,1.5,70.7,3.4,4.0,Unsafe_Closed
B026,1,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,5.1,NaN,NaN,1.0,Unsafe_Closed
B026,3,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,11.2,71.4,1.4,2.2,Restricted_Access
B026,7,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,NaN,0.193,0.176,0.066,58.3,81.6,3.5,4.6,Restricted_Access
B026,14,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,100.0,97.8,8.1,1.2,Reoccupancy
B026,30,RC_Moment_Frame,Residential,NaN,1979.0,Pre_Code,B,No_Retrofit,0.193,NaN,0.066,99.7,96.2,0.0,13.4,Reoccupancy
B026,60,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,97.6,95.6,10.9,60.9,Functional_Recovery
B026,90,RC_Moment_Frame,NaN,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,100.0,100.0,18.9,89.4,Functional_Recovery
B026,120,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,96.9,99.8,41.3,96.2,Functional_Recovery
B026,180,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,97.6,94.4,84.4,100.0,Functional_Recovery
B026,240,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,97.8,99.8,100.0,96.4,Full_Recovery
B026,365,RC_Moment_Frame,Residential,13.0,1979.0,Pre_Code,B,No_Retrofit,0.193,0.176,0.066,92.9,100.0,NaN,100.0,Full_Recovery
B027,0,NaN,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,0.047,0.0,70.1,7.5,0.0,Unsafe_Closed
B027,1,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,0.047,9.2,82.9,2.8,3.3,Unsafe_Closed
B027,3,Unreinforced_Masonry,Retail,2.0,1976.0,NaN,C,Partial_Retrofit,0.079,0.103,0.047,41.6,87.7,0.0,3.9,Restricted_Access
B027,7,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,NaN,NaN,95.5,5.8,13.2,Reoccupancy
B027,14,Unreinforced_Masonry,Retail,2.0,1976.0,NaN,C,Partial_Retrofit,0.079,0.103,0.047,99.1,94.6,NaN,9.6,Reoccupancy
B027,30,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,0.047,98.5,100.0,21.0,72.0,Functional_Recovery
B027,60,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,0.047,100.0,100.0,71.5,NaN,Functional_Recovery
B027,90,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,0.047,100.0,100.0,99.2,NaN,Full_Recovery
B027,120,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,0.047,100.0,90.5,100.0,92.2,Full_Recovery
B027,180,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,NaN,100.0,96.4,95.3,100.0,Full_Recovery
B027,240,Unreinforced_Masonry,NaN,2.0,1976.0,NaN,C,Partial_Retrofit,0.079,0.103,0.047,100.0,100.0,100.0,100.0,Full_Recovery
B027,365,Unreinforced_Masonry,Retail,2.0,1976.0,Low_Code,C,Partial_Retrofit,0.079,0.103,NaN,99.4,91.8,99.4,NaN,Full_Recovery
B028,0,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,0.0,54.6,3.2,10.3,Unsafe_Closed
B028,1,NaN,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,NaN,0.072,NaN,57.4,4.3,0.0,Unsafe_Closed
B028,3,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,19.6,67.8,0.0,3.6,Restricted_Access
B028,7,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,63.9,79.8,5.2,0.0,Restricted_Access
B028,14,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,97.2,85.3,6.5,8.4,Reoccupancy
B028,30,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,NaN,0.274,0.455,0.072,100.0,92.1,12.8,11.8,Reoccupancy
B028,60,Steel_Moment_Frame,Residential,NaN,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,99.5,97.4,51.7,65.6,Functional_Recovery
B028,90,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,97.9,96.5,83.1,97.0,Functional_Recovery
B028,120,Steel_Moment_Frame,Residential,9.0,1997.0,High_Code,D,Extensive_Retrofit,0.274,0.455,0.072,98.4,96.4,100.0,93.7,Full_Recovery
